id_EXIST,lang,split,annotator_index,annotator_gender,annotator_age,task1_label,task2_label,task3_labels
100965,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100966,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100966,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100966,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
100966,es,TRAIN_ES,3,M,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100966,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100966,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100967,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100967,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100967,es,TRAIN_ES,2,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100967,es,TRAIN_ES,3,M,46+,NO,-,['-']
100967,es,TRAIN_ES,4,M,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100967,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100968,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100968,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100968,es,TRAIN_ES,2,F,46+,NO,-,['-']
100968,es,TRAIN_ES,3,M,46+,NO,-,['-']
100968,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100968,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100969,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100969,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100969,es,TRAIN_ES,2,F,46+,NO,-,['-']
100969,es,TRAIN_ES,3,M,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100969,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100969,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100970,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100970,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100970,es,TRAIN_ES,2,F,46+,NO,-,['-']
100970,es,TRAIN_ES,3,M,46+,NO,-,['-']
100970,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100970,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100971,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100971,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['STEREOTYPING-DOMINANCE']
100971,es,TRAIN_ES,2,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100971,es,TRAIN_ES,3,M,46+,NO,-,['-']
100971,es,TRAIN_ES,4,M,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100971,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['OBJECTIFICATION']
100972,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
100972,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['STEREOTYPING-DOMINANCE']
100972,es,TRAIN_ES,2,F,46+,NO,-,['-']
100972,es,TRAIN_ES,3,M,46+,NO,-,['-']
100972,es,TRAIN_ES,4,M,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100972,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100973,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100973,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100973,es,TRAIN_ES,2,F,46+,NO,-,['-']
100973,es,TRAIN_ES,3,M,46+,NO,-,['-']
100973,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100973,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100974,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100974,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100974,es,TRAIN_ES,2,F,46+,NO,-,['-']
100974,es,TRAIN_ES,3,M,46+,NO,-,['-']
100974,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100974,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100975,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100975,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100975,es,TRAIN_ES,2,F,46+,NO,-,['-']
100975,es,TRAIN_ES,3,M,46+,NO,-,['-']
100975,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100975,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100976,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100976,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100976,es,TRAIN_ES,2,F,46+,NO,-,['-']
100976,es,TRAIN_ES,3,M,46+,NO,-,['-']
100976,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100976,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100977,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100977,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100977,es,TRAIN_ES,2,F,46+,NO,-,['-']
100977,es,TRAIN_ES,3,M,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100977,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
100977,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100978,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100978,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100978,es,TRAIN_ES,2,F,46+,NO,-,['-']
100978,es,TRAIN_ES,3,M,46+,NO,-,['-']
100978,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100978,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100979,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
100979,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100979,es,TRAIN_ES,2,F,46+,NO,-,['-']
100979,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
100979,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100979,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100980,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100980,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100980,es,TRAIN_ES,2,F,46+,NO,-,['-']
100980,es,TRAIN_ES,3,M,46+,NO,-,['-']
100980,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100980,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100981,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100981,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100981,es,TRAIN_ES,2,F,46+,NO,-,['-']
100981,es,TRAIN_ES,3,M,46+,NO,-,['-']
100981,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100981,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100982,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100982,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100982,es,TRAIN_ES,2,F,46+,NO,-,['-']
100982,es,TRAIN_ES,3,M,46+,NO,-,['-']
100982,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100982,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100983,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100983,es,TRAIN_ES,1,F,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
100983,es,TRAIN_ES,2,F,46+,NO,-,['-']
100983,es,TRAIN_ES,3,M,46+,NO,-,['-']
100983,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100983,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100984,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100984,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100984,es,TRAIN_ES,2,F,46+,NO,-,['-']
100984,es,TRAIN_ES,3,M,46+,YES,DIRECT,['OBJECTIFICATION']
100984,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100984,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100985,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100985,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100985,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100985,es,TRAIN_ES,3,M,46+,NO,-,['-']
100985,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100985,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100986,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100986,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100986,es,TRAIN_ES,2,F,46+,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100986,es,TRAIN_ES,3,M,46+,NO,-,['-']
100986,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100986,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100987,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100987,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100987,es,TRAIN_ES,2,F,46+,NO,-,['-']
100987,es,TRAIN_ES,3,M,46+,NO,-,['-']
100987,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['OBJECTIFICATION']
100987,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100988,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100988,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100988,es,TRAIN_ES,2,F,46+,NO,-,['-']
100988,es,TRAIN_ES,3,M,46+,NO,-,['-']
100988,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100988,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100989,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100989,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100989,es,TRAIN_ES,2,F,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
100989,es,TRAIN_ES,3,M,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
100989,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100989,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100990,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100990,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100990,es,TRAIN_ES,2,F,46+,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100990,es,TRAIN_ES,3,M,46+,YES,DIRECT,['UNKNOWN']
100990,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100990,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100991,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100991,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100991,es,TRAIN_ES,2,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100991,es,TRAIN_ES,3,M,46+,NO,-,['-']
100991,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100991,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['UNKNOWN']
100992,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100992,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100992,es,TRAIN_ES,2,F,46+,NO,-,['-']
100992,es,TRAIN_ES,3,M,46+,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100992,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['SEXUAL-VIOLENCE']
100992,es,TRAIN_ES,5,M,18-22,YES,DIRECT,"['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100993,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100993,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100993,es,TRAIN_ES,2,F,46+,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
100993,es,TRAIN_ES,3,M,46+,NO,-,['-']
100993,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100993,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100994,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['OBJECTIFICATION']
100994,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100994,es,TRAIN_ES,2,F,46+,NO,-,['-']
100994,es,TRAIN_ES,3,M,46+,NO,-,['-']
100994,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100994,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100995,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
100995,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['SEXUAL-VIOLENCE']
100995,es,TRAIN_ES,2,F,46+,NO,-,['-']
100995,es,TRAIN_ES,3,M,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100995,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100995,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['SEXUAL-VIOLENCE']
100996,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['OBJECTIFICATION']
100996,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100996,es,TRAIN_ES,2,F,46+,YES,DIRECT,['OBJECTIFICATION']
100996,es,TRAIN_ES,3,M,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100996,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100996,es,TRAIN_ES,5,M,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
100997,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100997,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100997,es,TRAIN_ES,2,F,46+,NO,-,['-']
100997,es,TRAIN_ES,3,M,46+,NO,-,['-']
100997,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
100997,es,TRAIN_ES,5,M,18-22,NO,-,['-']
100998,es,TRAIN_ES,0,F,18-22,NO,-,['-']
100998,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['OBJECTIFICATION']
100998,es,TRAIN_ES,2,F,46+,YES,REPORTED,['OBJECTIFICATION']
100998,es,TRAIN_ES,3,M,46+,NO,-,['-']
100998,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100998,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['OBJECTIFICATION']
100999,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
100999,es,TRAIN_ES,1,F,23-45,NO,-,['-']
100999,es,TRAIN_ES,2,F,46+,NO,-,['-']
100999,es,TRAIN_ES,3,M,46+,NO,-,['-']
100999,es,TRAIN_ES,4,M,23-45,NO,-,['-']
100999,es,TRAIN_ES,5,M,18-22,NO,-,['-']
101000,es,TRAIN_ES,0,F,18-22,NO,-,['-']
101000,es,TRAIN_ES,1,F,23-45,NO,-,['-']
101000,es,TRAIN_ES,2,F,46+,NO,-,['-']
101000,es,TRAIN_ES,3,M,46+,NO,-,['-']
101000,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['OBJECTIFICATION']
101000,es,TRAIN_ES,5,M,18-22,NO,-,['-']
101001,es,TRAIN_ES,0,F,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE']"
101001,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION']"
101001,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101001,es,TRAIN_ES,3,M,46+,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101001,es,TRAIN_ES,4,M,23-45,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101001,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION']"
101002,es,TRAIN_ES,0,F,18-22,NO,-,['-']
101002,es,TRAIN_ES,1,F,23-45,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE']"
101002,es,TRAIN_ES,2,F,46+,NO,-,['-']
101002,es,TRAIN_ES,3,M,46+,YES,REPORTED,['OBJECTIFICATION']
101002,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101002,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101003,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
101003,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,"['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE']"
101003,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['OBJECTIFICATION']
101003,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101003,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101003,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
101004,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE']"
101004,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101004,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101004,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
101004,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101004,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
101005,es,TRAIN_ES,0,F,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
101005,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
101005,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
101005,es,TRAIN_ES,3,M,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
101005,es,TRAIN_ES,4,M,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101005,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
101006,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
101006,es,TRAIN_ES,1,F,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101006,es,TRAIN_ES,2,F,46+,YES,REPORTED,['UNKNOWN']
101006,es,TRAIN_ES,3,M,46+,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
101006,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
101006,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
101007,es,TRAIN_ES,0,F,18-22,NO,-,['-']
101007,es,TRAIN_ES,1,F,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
101007,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101007,es,TRAIN_ES,3,M,46+,NO,-,['-']
101007,es,TRAIN_ES,4,M,23-45,NO,-,['-']
101007,es,TRAIN_ES,5,M,18-22,NO,-,['-']
101008,es,TRAIN_ES,0,F,18-22,NO,-,['-']
101008,es,TRAIN_ES,1,F,23-45,NO,-,['-']
101008,es,TRAIN_ES,2,F,46+,YES,REPORTED,['OBJECTIFICATION']
101008,es,TRAIN_ES,3,M,46+,NO,-,['-']
101008,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
101008,es,TRAIN_ES,5,M,18-22,NO,-,['-']
101009,es,TRAIN_ES,0,F,18-22,NO,-,['-']
101009,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
101009,es,TRAIN_ES,2,F,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
101009,es,TRAIN_ES,3,M,46+,YES,REPORTED,['SEXUAL-VIOLENCE']
101009,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101009,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
101010,es,TRAIN_ES,0,F,18-22,NO,-,['-']
101010,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
101010,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE']"
101010,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101010,es,TRAIN_ES,4,M,23-45,NO,-,['-']
101010,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101011,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['SEXUAL-VIOLENCE']
101011,es,TRAIN_ES,1,F,23-45,NO,-,['-']
101011,es,TRAIN_ES,2,F,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
101011,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
101011,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
101011,es,TRAIN_ES,5,M,18-22,NO,-,['-']
101012,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,"['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101012,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['OBJECTIFICATION']
101012,es,TRAIN_ES,2,F,46+,NO,-,['-']
101012,es,TRAIN_ES,3,M,46+,NO,-,['-']
101012,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
101012,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
101013,es,TRAIN_ES,0,F,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101013,es,TRAIN_ES,1,F,23-45,YES,REPORTED,['STEREOTYPING-DOMINANCE']
101013,es,TRAIN_ES,2,F,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
101013,es,TRAIN_ES,3,M,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
101013,es,TRAIN_ES,4,M,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
101013,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['STEREOTYPING-DOMINANCE']
101014,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
101014,es,TRAIN_ES,1,F,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
101014,es,TRAIN_ES,2,F,46+,NO,-,['-']
101014,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101014,es,TRAIN_ES,4,M,23-45,YES,JUDGEMENTAL,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101014,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101015,es,TRAIN_ES,0,F,18-22,NO,-,['-']
101015,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
101015,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101015,es,TRAIN_ES,3,M,46+,YES,REPORTED,['UNKNOWN']
101015,es,TRAIN_ES,4,M,23-45,NO,-,['-']
101015,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
101016,es,TRAIN_ES,0,F,18-22,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101016,es,TRAIN_ES,1,F,23-45,NO,-,['-']
101016,es,TRAIN_ES,2,F,46+,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101016,es,TRAIN_ES,3,M,46+,NO,-,['-']
101016,es,TRAIN_ES,4,M,23-45,NO,-,['-']
101016,es,TRAIN_ES,5,M,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
101017,es,TRAIN_ES,0,F,18-22,NO,-,['-']
101017,es,TRAIN_ES,1,F,23-45,NO,-,['-']
101017,es,TRAIN_ES,2,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
101017,es,TRAIN_ES,3,M,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
101017,es,TRAIN_ES,4,M,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
101017,es,TRAIN_ES,5,M,18-22,YES,REPORTED,['SEXUAL-VIOLENCE']
101018,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['STEREOTYPING-DOMINANCE']
101018,es,TRAIN_ES,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
101018,es,TRAIN_ES,2,F,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
101018,es,TRAIN_ES,3,M,46+,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
101018,es,TRAIN_ES,4,M,23-45,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
101018,es,TRAIN_ES,5,M,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
101019,es,TRAIN_ES,0,F,18-22,YES,REPORTED,['SEXUAL-VIOLENCE']
101019,es,TRAIN_ES,1,F,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
