id_EXIST,lang,text,task2_soft_label,task2_label_vector,task2_hard_label,task2_hard_label_name,split
100300,es,.@RepMariaSalazar @SenRubioPress Una tiene dos hijas y el otro tiene dos hijas y dos hijos! Por que no sienten el sufrimiento de los pobres 🇩🇴 🇺🇸 cuando se habla de secuestro y abuso de poder? Que no ven al Alemán Phil Murphy y sus Generales de NJ? Que no ven a Obama? NJ es test?,"{'DIRECT': 0.0, 'JUDGEMENTAL': 1.0, 'REPORTED': 0.0}","[0.0, 1.0, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100301,es,"@JosLuis37800209 @ginamonteli @FranciaMarquezM @soyporquesomos_ @GustavoBolivar @Estamos_Listas @ConFrancia2022 @alegriafonseca Para que tu ignorancia y soberbia sean menos: Que las mujeres tengan acceso a los títulos de la tierra, acceso al agua, al crédito, a la tecnología en condiciones de igualdad y con sentido de acción positiva y de reparación histórica para las mujeres el pueblo negro","{'DIRECT': 0.25, 'JUDGEMENTAL': 0.75, 'REPORTED': 0.0}","[0.25, 0.75, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100302,es,"@ZazilCarreras @MarthaCajigas Ese sí es un gran servicio a la comunidad, acción positiva, perdón","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100304,es,acción positiva: decirle a mi madre q he pagado un mes de netflix y q lo puede utilizarconsecuencia negativa: el círculo de cine sobre la guerra c*vil al que está sometiendo a mi pobre padre,"{'DIRECT': 0.0, 'JUDGEMENTAL': 1.0, 'REPORTED': 0.0}","[0.0, 1.0, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100305,es,@_ElTales Me tomé el tiempo para dar una respuesta correcta. Podría justificarla en el sentido de que son un grupo históricamente discriminado y poco representado. Es política de estado realizar acciones afirmativas/ medidas de acción positiva. Tal vez este reconocimiento coadyuve a eso.,"{'DIRECT': 0.25, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.25}","[0.25, 0.5, 0.25]",1,JUDGEMENTAL,TRAIN_ES
100307,es,¡En @FEGADI   incorporamos acciones para reducir o eliminar un impacto desigual de hombres y mujeres e implementamos medidas de acción positiva para evitar desigualdades por razón de género! #IgualdadCOCEMFE #SomosCOCEMFE https://t.co/oo7NH4E4Xh,"{'DIRECT': 0.0, 'JUDGEMENTAL': 1.0, 'REPORTED': 0.0}","[0.0, 1.0, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100308,es,"Lo malo es que en el #planhub  no hay ninguna medida de acción positiva, se quedan en intenciones @CIMAcineastas https://t.co/nqXrct3iAU","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100309,es,"#USOAndalucia está negociando el plan de igualdad de Torresol Energy O&amp;M, con 2 plantas en Sevilla y Cádiz. Una empresa masculinizada, en la que propondremos medidas correctoras de acción positiva y la obligación de incluir un protocolo de acoso sexual. #USOconlaIgualdad https://t.co/9jR8G9WK5W","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.5}","[0.0, 0.5, 0.5]",1,JUDGEMENTAL,TRAIN_ES
100311,es,HECHIZOS DE LA CASCAJERA: ACCIÓN POSITIVA: RECURSOS DE EDUCACIÓN AMBIENTAL https://t.co/9kiz4h4G0I,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100312,es,"Como no establezcan alguna medida para evitar el fraude, en nada serán casos generalizados, y a la mierda cualquier medida de acción positiva para compensar la discriminación por razón de sexo. https://t.co/jI2vHSdO8c","{'DIRECT': 0.5, 'JUDGEMENTAL': 0.25, 'REPORTED': 0.25}","[0.5, 0.25, 0.25]",0,DIRECT,TRAIN_ES
100317,es,"@MenteMona @ladyficil @Vakero67624644 @Starter_KZT @IreneMontero Sí solo dijera eso me parecería correcto, pero como indica ""Starter"" el texto q le precede si puede ser discriminatorio con el hombre “medidas de acción positiva para favorecer el acceso de las mujeres”, pq si el sexo menos representado es el hombre entiendo q puede no aplicarse","{'DIRECT': 0.3333333333333333, 'JUDGEMENTAL': 0.3333333333333333, 'REPORTED': 0.3333333333333333}","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0,DIRECT,TRAIN_ES
100318,es,"✅Promoción de la #equidad en la contratación (art. 52): ""Se podrán establecer medidas de acción positiva para favorecer el acceso a las mujeres"". #LOSU","{'DIRECT': 0.0, 'JUDGEMENTAL': 1.0, 'REPORTED': 0.0}","[0.0, 1.0, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100319,es,"@JuridicoQue Cuando estés desmayado por una intoxicación de humo te importa 3 🥚 q sea un hombre o una mujer quien te saque del incendio, el índice de acción positiva q se les aplica no puede provocar la muerte de las víctimas","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.6666666666666666, 'REPORTED': 0.3333333333333333}","[0.0, 0.6666666666666666, 0.3333333333333333]",1,JUDGEMENTAL,TRAIN_ES
100321,es,"Acosar mujeres deliciosas por las diferentes plataformas digitales, además de escribirles cosas sucias,is my passion 💓💓💓💘💘💘","{'DIRECT': 0.8333333333333334, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.16666666666666666}","[0.8333333333333334, 0.0, 0.16666666666666666]",0,DIRECT,TRAIN_ES
100322,es,@ParentiSol cheto florida 40 te voy a re acosar ahora,"{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100323,es,@leogarciamx O sea que Axl volverá a acosar tuiteras u maldecirá la navidad antes de Noviembre. 😏,"{'DIRECT': 0.25, 'JUDGEMENTAL': 0.25, 'REPORTED': 0.5}","[0.25, 0.25, 0.5]",2,REPORTED,TRAIN_ES
100324,es,@Evita14305211 @adavidflores @gloriortega1 Acusan a AD de acosar a RC y utilizan a este ex de gloria para hacer exactamente lo que antes hacia ad : hablar de su relación y familia de gloria y por lo que le acusan de violencias variadas. Ergo están haciendo violencia mediática y vicaria con gloria dañando a la familia,"{'DIRECT': 0.5, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.5}","[0.5, 0.0, 0.5]",0,DIRECT,TRAIN_ES
100325,es,"Rugeles, saque lo q quiera en lugar de amenazar y acosar. Golpeador de mujeres, financiado directa o indirectamente por Alex Saab y la marioneta de muchos. No merece mi tiempo. Este es mi último trino. Pero lo de sus financiadores, es un tema aparte. Ah! Y saludes a Alfonso Prada","{'DIRECT': 0.16666666666666666, 'JUDGEMENTAL': 0.3333333333333333, 'REPORTED': 0.5}","[0.16666666666666666, 0.3333333333333333, 0.5]",2,REPORTED,TRAIN_ES
100326,es,"El lado oscuro de los AirTags de Apple: ""Son una herramienta perfecta para acosar"" https://t.co/jf5NInBPHs","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.5}","[0.0, 0.5, 0.5]",1,JUDGEMENTAL,TRAIN_ES
100327,es,"@EliteShergio @The_Gaelox Uno que se llama jonibos o algo asi puso que dejaran de acosar a pichilini. Y el Giorgio se burló de él por ""defender a un hombre"" o algo así la verdad no recuerdo las palabras exactas, pero le dije  al Giorgio que  el era una mrda por apoyar el acoso a pichilini y me bloqueo xD","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.25, 'REPORTED': 0.75}","[0.0, 0.25, 0.75]",2,REPORTED,TRAIN_ES
100329,es,"Tuiter considera que el tweet donde un chaval especificaba que me había visto, y que me iba a acosar la próxima vez que me viera no incumple sus reglas 👄🌟🥳🥰😻🤪💍✨🌈💕🌺❤💌 https://t.co/uomXjvyxWJ","{'DIRECT': 0.4, 'JUDGEMENTAL': 0.2, 'REPORTED': 0.4}","[0.4, 0.2, 0.4]",0,DIRECT,TRAIN_ES
100330,es,"@k0kiiih una cosa es decir a quien te empotras y otra tener un grupo para pasar fotos y acosar a una chavala diciendole en la puta cara que la vas a reventar XD la chavala dijo que se salio del discord despues de eso, y normal. Aunque no sabemos la historia entera y no sabemos si le -","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.16666666666666666, 'REPORTED': 0.8333333333333334}","[0.0, 0.16666666666666666, 0.8333333333333334]",2,REPORTED,TRAIN_ES
100332,es,"@Giru20843054 Razonamiento animal: entonces si es ""espontáneo"" sí se puede insultar y acosar. Si es ""planeado"" no. No me digas: votaste por Castillo.","{'DIRECT': 0.0, 'JUDGEMENTAL': 1.0, 'REPORTED': 0.0}","[0.0, 1.0, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100333,es,"@LOULVSPN28 “ayuda” a “fans” para acosar a h, tipo que si él sabe donde está pues les avisa, y que si alguna lo ve le avisan a él para sacarle fotos, esto es una mierda!!!","{'DIRECT': 0.5, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.0}","[0.5, 0.5, 0.0]",0,DIRECT,TRAIN_ES
100334,es,Este juecito ha de estar esperando algo más de las shuacadas del MP para acosar a una de las juezas dignas que tien el @OJGuatemala en la actualidad. https://t.co/z3xeL6V7mR,"{'DIRECT': 0.5, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.0}","[0.5, 0.5, 0.0]",0,DIRECT,TRAIN_ES
100335,es,"@MamelaFialloFlo ¿Cuándo denuncias a tu ""sobrino"" Jean Carlo por acosar menores de edad obligan domas a hacer cosas con sus cuerpos contra su voluntad?","{'DIRECT': 0.16666666666666666, 'JUDGEMENTAL': 0.3333333333333333, 'REPORTED': 0.5}","[0.16666666666666666, 0.3333333333333333, 0.5]",2,REPORTED,TRAIN_ES
100336,es,@SuGar_Pz Jajajaja si la ven lo que no ven es que es el peor gobierno y que no les conviene ver qué es de un gobierno de morena de una de las ratas delgado que se dedica a acosar a las mujeres no a gobernar por eso el dicho no hay más ciego que el que no quiere ver,"{'DIRECT': 0.3333333333333333, 'JUDGEMENTAL': 0.6666666666666666, 'REPORTED': 0.0}","[0.3333333333333333, 0.6666666666666666, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100337,es,@vodafone_es @domi_ramos La cumplís tanto que los cedeis a terceras empresas que se dedican a amenazar y acosar por teléfono a cualquier hora...,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100338,es,"@DriAlCub Espero que te dejen de acosar, o sino, que sepan, que Corea del Norte también empezo con surcoreanos https://t.co/6tjvV62KGu","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100340,es,🔴Imputarán a un docente por acosar a una alumna por WhatsApphttps://t.co/Jg1oxNGM34,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.4, 'REPORTED': 0.6}","[0.0, 0.4, 0.6]",2,REPORTED,TRAIN_ES
100341,es,@CorreaHernan_Ok Quedo registrado el primer acoso sexual de un animal a una mujer.,"{'DIRECT': 0.6666666666666666, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.3333333333333333}","[0.6666666666666666, 0.0, 0.3333333333333333]",0,DIRECT,TRAIN_ES
100342,es,"@ElenaUrbina173 este hombre es un chiste,las tiene todas!! arreglines con terrenos,no sabe sumar,acoso uf https://t.co/l7ktoXbyJ9","{'DIRECT': 0.25, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.25}","[0.25, 0.5, 0.25]",1,JUDGEMENTAL,TRAIN_ES
100343,es,"@Romeo_on @riveraretamal Jajaja das pena pobre wn, eres d los pobre diablos que apoyan el estallido delictual. Zurdo aweoano, te crees dueño de la verdad y te metieron el dick en ojo. Apoyaste a un wn q fue acusado de acoso sexual y por plata se solucionó todo. Solo una palabra te describe. Resentido Ctm","{'DIRECT': 0.2, 'JUDGEMENTAL': 0.4, 'REPORTED': 0.4}","[0.2, 0.4, 0.4]",1,JUDGEMENTAL,TRAIN_ES
100344,es,"Acabo de despedir a una persona por acoso sexual, como mujer claro que tenía que defender a la víctima pero mi corazón de pollo se siente la peor persona del mundo","{'DIRECT': 0.3333333333333333, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.6666666666666666}","[0.3333333333333333, 0.0, 0.6666666666666666]",2,REPORTED,TRAIN_ES
100345,es,la solución de blizzard a los casos de acoso sexualmmmujeres taparse por favor,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.5}","[0.0, 0.5, 0.5]",1,JUDGEMENTAL,TRAIN_ES
100346,es,"@cata_arisa desde que han considerado muchos halagos y piropos  como  acoso sexual, uno como hombre ya le da hasta miedo de cruzar palabras a las damas","{'DIRECT': 0.6, 'JUDGEMENTAL': 0.2, 'REPORTED': 0.2}","[0.6, 0.2, 0.2]",0,DIRECT,TRAIN_ES
100347,es,"¿Hoy en día que eso sería causal de denuncia falsa de acoso sexual?Uy no, mucho desocupado el. Que haga eso. https://t.co/5fegvf4goz","{'DIRECT': 0.4, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.6}","[0.4, 0.0, 0.6]",2,REPORTED,TRAIN_ES
100348,es,@tangoferoz No tenemos esperanza entonces....  según lo que tú aseveras versus Boric acusado de acoso sexual 🤷‍♀️,"{'DIRECT': 0.3333333333333333, 'JUDGEMENTAL': 0.3333333333333333, 'REPORTED': 0.3333333333333333}","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0,DIRECT,TRAIN_ES
100349,es,Apenas leer del nombramiento de una persona acusada de acoso sexual siento náuseas. ¡Esto tiene que cambiar!,"{'DIRECT': 0.2, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.8}","[0.2, 0.0, 0.8]",2,REPORTED,TRAIN_ES
100351,es,"@realBetoRiveros Dra Cordero, Villegas y acoso sexual en una misma frase, me hace pensar en el más vomitivo de los cuadros plásticos","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.8, 'REPORTED': 0.2}","[0.0, 0.8, 0.2]",1,JUDGEMENTAL,TRAIN_ES
100352,es,Paris Hilton estuvo esta tarde en DC. Llamó a los congresistas a legislar contra el abuso a niños y niñas en que permanecen en instituciones. Ella sufrió abusos y acoso sexual en un internado a los 16 años. https://t.co/CVipaF6hal,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100353,es,Emiten orden de aprehensión contra el entrenador Kenneth Zseremeta tras denuncias de acoso sexual (Foto) https://t.co/sW7kUxXFuD,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.2, 'REPORTED': 0.8}","[0.0, 0.2, 0.8]",2,REPORTED,TRAIN_ES
100354,es,Biden firma una orden ejecutiva para convertir el acoso sexual en un delito en las Fuerzas Militares. https://t.co/DuVZmQeup7,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.4, 'REPORTED': 0.6}","[0.0, 0.4, 0.6]",2,REPORTED,TRAIN_ES
100355,es,"@vopenamu era acoso sexual, como que le tocó la pierna a una chica y cosas parecidos pero termino siendo falso","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.2, 'REPORTED': 0.8}","[0.0, 0.2, 0.8]",2,REPORTED,TRAIN_ES
100356,es,@tanocolu Amenazala con una demanda por acoso sexual y cuando llore le decís que es joda y la invitas a salir.,"{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100357,es,"Extraño el aguinaldo, reírme con mis compañeros y amenazar a mi jefe y su secretaria de acoso sexual y laboral.","{'DIRECT': 0.6666666666666666, 'JUDGEMENTAL': 0.16666666666666666, 'REPORTED': 0.16666666666666666}","[0.6666666666666666, 0.16666666666666666, 0.16666666666666666]",0,DIRECT,TRAIN_ES
100358,es,"@JessCaballero94 Claro que la he escuchado, yo mismo la utilizó constantemente. Tienes razón, olvidaba que los halagos o piropos son una manifestación de acoso sexual y que normalizan la violencia de género. Te doy toda la razón Jessica.","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.6666666666666666, 'REPORTED': 0.3333333333333333}","[0.0, 0.6666666666666666, 0.3333333333333333]",1,JUDGEMENTAL,TRAIN_ES
100359,es,Autoridades lanzan la guía digital que ofrece consejos para prevenir el #acoso en línea y ayudar a la #víctima.Leer más: https://t.co/4WEROvTS6b,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100360,es,DESCONOCE ERICK BORGES DENUNCIA CONTRA DIRECTOR// Por acoso sexual https://t.co/sbefPImKdD,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100362,es,"@MooMoonjun @feniciano ¿Y para qué fuera la mejor tenía que hacer bullying? Sufrí lo típico, burlas, acoso, golpes, etc. Y aún así, siento que la secundaria ha sido lo mejor que he vivido hasta ahora, otros motivos lógico. Deja de desviarlo todo hacia un solo punto.","{'DIRECT': 0.25, 'JUDGEMENTAL': 0.25, 'REPORTED': 0.5}","[0.25, 0.25, 0.5]",2,REPORTED,TRAIN_ES
100363,es,Odio a la gente que normalizan el acoso!! Me dan asco!,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.6, 'REPORTED': 0.4}","[0.0, 0.6, 0.4]",1,JUDGEMENTAL,TRAIN_ES
100364,es,"Lamentable. La cosificación absoluta de las mujeres. Peor aún la naturalización del acoso a adolescentes. La verdad, asqueante https://t.co/8izj8OBnhY","{'DIRECT': 0.4, 'JUDGEMENTAL': 0.4, 'REPORTED': 0.2}","[0.4, 0.4, 0.2]",0,DIRECT,TRAIN_ES
100365,es,"@GuidoPuka Jajajajajajaja 😂 😂 😂 😂 este reconcha su madre jajaja😂😂😂😂😂😂tienes una concha! Te pasaste pal culo @GuidoPuka jajajajajajaja 😂 😂 😂 😂 ""Todo acto de violencia y acoso contra la mujer debe ser denunciado"" 🤦🏻‍♂️ veste conch....y después te victimizas??","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100366,es,"Hace  años, ante el acoso que sufrían por parte de la inmobiliaria, la familia Ortiz comenzó a organizar pequeños eventos para que activistas, artistas y trabajadores de la zona tuvieran un espacio barato de recreo y discusión política. Le llamaron #TortasPaLaBanda2:4/10 https://t.co/ZDm447EpUo","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100367,es,"@kenmayonesa @rindin_twt No, ella no es cub, pasa que en ese copy dice, “lo buscas en Google” y cuando buscas Woojin en Google, sale todo eso de el acoso y los rumores. Sé que no es malintencionado, pero un poco más de cuidado. ❤️ https://t.co/GnOh0tR48m","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100368,es,"@NastySoro @mistaboo_ Dime que justificas el acoso, sin decir que justificas el acoso... Que horror.. Que triste que en eso acabe un programa de tv","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.5}","[0.0, 0.5, 0.5]",1,JUDGEMENTAL,TRAIN_ES
100369,es,"""Frente al #abuso y #radicalización siempre será necesaria la vía equilibrada, una oportunidad para la ponderación representativa, de un camino del medio que interprete a las grandes mayorías"", reflexiona el académico Carlos Cantero. https://t.co/qCI773nVlt #redessociales #acoso","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100370,es,"Mira que soy mucho mas de Zelda que de Pokemon, y BOTW me parece perfecto. Pero el ataque y acoso indiscriminado hacia Arceus me parece estúpido y deplorable. A ver si dejamos las criticas de lado y nos centramos en lo importante de una puñetera vez, cojones ya. https://t.co/cS6Jd31HUf","{'DIRECT': 0.5, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.0}","[0.5, 0.5, 0.0]",0,DIRECT,TRAIN_ES
100371,es,Este año aprendí a irme de lugares donde no estoy feliz o donde no me respetan. La primera fue un trabajo con mucho acoso y maltrato. NO REGRETS 👏🏻👏🏻,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100372,es,"Se informó que hay ocho casos de acoso sexual en el Ayuntamiento de #León 😳, de los cuales todos los funcionarios ya fueron despedidos 👋https://t.co/A7vYLSQnPT","{'DIRECT': 0.25, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.25}","[0.25, 0.5, 0.25]",1,JUDGEMENTAL,TRAIN_ES
100373,es,"@Fabi27763764 @erikaschneider Muy diferente a burlas constantes y acoso selectivo, a dar una opinión aislada","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100374,es,"@melnicksergio Y sigue el acoso en Twitter de Sergio a Marta . Sin fundamentos ,solo ataque . Y ella ,ni lo pesca jajajajaja","{'DIRECT': 0.6, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.4}","[0.6, 0.0, 0.4]",0,DIRECT,TRAIN_ES
100375,es,"El primer tuit que escribí esta mañana fue en apoyo a @vtrivella. Vi el video donde ella denuncia el acoso, la instigación al suicidio y la campaña de odio de Marco Michetti. No puedo entender que algo tan grave no sea tendencia. Usemos Twitter también para lo importante.","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.2, 'REPORTED': 0.8}","[0.0, 0.2, 0.8]",2,REPORTED,TRAIN_ES
100376,es,"Pero es la realidad, los acosadores,comenzaron fingiendo ser artistas y artistas reales se an sumado a el acoso,creo que en 2semanas ya an habido 3 funas a artistas,a uno por su estilo y a Dalas,en su segundo dibujo de toda su vida,por usar referencias de una foto,parecen tóxicos https://t.co/MO03F9TJcf","{'DIRECT': 0.0, 'JUDGEMENTAL': 1.0, 'REPORTED': 0.0}","[0.0, 1.0, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100377,es,"La llamada de atención Presidencial por acoso y violencia en redes, les hizo efecto 5 minutos.Básicos y Vulgares. https://t.co/K9w6hjBjKC","{'DIRECT': 0.5, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.0}","[0.5, 0.5, 0.0]",0,DIRECT,TRAIN_ES
100379,es,"El San Jorge es el colegio más nefasto de la provincia, conozco a varios que se tuvieron que cambiar de colegio por el nivel de acoso y burlas que recibían tanto de alumnos como profesores https://t.co/U0Pm5NnACe","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100380,es,"@dafneblueside Que bueno, lo se, pero igual el acoso por sus lamepatas puede llagar a cansar.","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100382,es,"A ver, a ver... y Amor Líquido? 🌚🌚🌚🌚  o ya de perdis el Baile de los Solteros? https://t.co/a2wdbeimGK","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100385,es,"@JaJuan0078 Solo dale a mi hermana mucho amor ""liquido""","{'DIRECT': 0.6, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.4}","[0.6, 0.0, 0.4]",0,DIRECT,TRAIN_ES
100387,es,@angelicaroddz_ @IdeasPuzzle Ajjajajaj es que Camilo anda enamorado todo lo ve desde esa perspectiva jajajajajajja amor liquido y el arte de amar jajajahhahahahah,"{'DIRECT': 0.0, 'JUDGEMENTAL': 1.0, 'REPORTED': 0.0}","[0.0, 1.0, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100388,es,"Con casi 70 años, Audiard te saca 'Les Olympiades', una síntesis sobre el ser humano y sus complejidades en la era del amor líquido y virtual. Me quedo con las dinámicas entre personajes, interesantes y reales. Visualmente bella pero menos arriesgada de lo que me hubiese gustado. https://t.co/iJaXxuqGuA","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100389,es,ir en el metro escuchando a Amor Líquido &gt;&gt;&gt;&gt;&gt;&gt;,"{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100390,es,Y por mundial me refiero a los que hacen los guiones en hollywood y tienen guita y tiempo como para disfrutar del amor liquido pero bueno a otra cosa,"{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100393,es,"@lalibelula85 Es lo que describe Bauman en el amor líquido.  Antes  al no tener tantos impulsos,  las relaciones humanas y objetales eran largas, ahora duran en tanto que algo más estimulante las remplaza. #fastlove, encima, la liberación y empoderamiento de ciertos roles etc.","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.5}","[0.0, 0.5, 0.5]",1,JUDGEMENTAL,TRAIN_ES
100395,es,"@seadetails K terminen y ya wey, para qué tanto pedo. Para eso existe amor líquido de Bauman","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100396,es,"Evidentemente ha salido el tema del amor líquido, la pirámide amistad/pareja/familia, el miedo al compromiso y a acabar como la mayoría de nuestros padres (en relaciones infelices), el crear muros y no dejarse sentir para no sufrir, la monogamia, el #noteputopilles.","{'DIRECT': 1.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 0.0}","[1.0, 0.0, 0.0]",0,DIRECT,TRAIN_ES
100398,es,"Ay no, el amor líquido* lo hizo de nuevo.*el pinche sistema alv.","{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100399,es,Para que luego digan que si amor líquido y que si no sé qué. https://t.co/eTi6CilXJ1,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.0, 'REPORTED': 1.0}","[0.0, 0.0, 1.0]",2,REPORTED,TRAIN_ES
100400,es,@Isantiago20 @dmarcordoba En los tweets que borró para que los demás no vieran decías que estoy lleno de odio: Creyó que yo compartiría la responsabilidad de su malentendido.Ese tipo de disculpas de amor líquido son lo mismo que recibir otro insulto.Cálmese que ya no hay nada más de que hablar: https://t.co/Uq8ejK1b5o,"{'DIRECT': 0.0, 'JUDGEMENTAL': 0.3333333333333333, 'REPORTED': 0.6666666666666666}","[0.0, 0.3333333333333333, 0.6666666666666666]",2,REPORTED,TRAIN_ES
100401,es,"@Skywalker6689 Oye, oye, pero ¿qué concepto del amor romántico o de la fidelidad puede tener esa chica?En shock.","{'DIRECT': 0.0, 'JUDGEMENTAL': 1.0, 'REPORTED': 0.0}","[0.0, 1.0, 0.0]",1,JUDGEMENTAL,TRAIN_ES
100404,es,"@patricialj_ @MalaCarosaToro Muerte al amor romántico.No puedes esperar que alguien más solucione lo que tú no has podido, por ti misma.","{'DIRECT': 0.5, 'JUDGEMENTAL': 0.5, 'REPORTED': 0.0}","[0.5, 0.5, 0.0]",0,DIRECT,TRAIN_ES
